,justice,justiceName,majVotes,direction,minVotes,decisionDirection,majority,caseId,term,partyWinning,precedentAlteration,vote,issueArea
27924,91,JHarlan2,5,2,3,2,2,1969-111,1969,1,0,4,3
27925,78,HLBlack,5,2,3,2,2,1969-111,1969,1,0,5,3
27926,81,WODouglas,5,2,3,2,2,1969-111,1969,1,0,1,3
27927,94,PStewart,5,1,3,2,1,1969-111,1969,1,0,2,3
27928,98,TMarshall,5,2,3,2,2,1969-111,1969,1,0,1,3
27929,92,WJBrennan,5,2,3,2,2,1969-111,1969,1,0,1,3
27930,95,BRWhite,5,1,3,2,1,1969-111,1969,1,0,2,3
27931,99,WEBurger,5,1,3,2,1,1969-111,1969,1,0,2,3
27932,100,HABlackmun,5,0,3,2,0,1969-111,1969,1,0,0,3
27933,91,JHarlan2,8,2,0,2,2,1969-112,1969,1,1,1,8
27934,78,HLBlack,8,2,0,2,2,1969-112,1969,1,1,1,8
27935,81,WODouglas,8,2,0,2,2,1969-112,1969,1,1,1,8
27936,94,PStewart,8,2,0,2,2,1969-112,1969,1,1,1,8
27937,98,TMarshall,8,2,0,2,2,1969-112,1969,1,1,1,8
27938,92,WJBrennan,8,2,0,2,2,1969-112,1969,1,1,1,8
27939,95,BRWhite,8,2,0,2,2,1969-112,1969,1,1,1,8
27940,99,WEBurger,8,2,0,2,2,1969-112,1969,1,1,1,8
27941,100,HABlackmun,8,0,0,2,0,1969-112,1969,1,1,0,8
27942,91,JHarlan2,8,2,0,2,2,1969-113,1969,1,0,1,3
27943,78,HLBlack,8,2,0,2,2,1969-113,1969,1,0,1,3
27944,81,WODouglas,8,2,0,2,2,1969-113,1969,1,0,1,3
27945,94,PStewart,8,2,0,2,2,1969-113,1969,1,0,1,3
27946,98,TMarshall,8,2,0,2,2,1969-113,1969,1,0,1,3
27947,92,WJBrennan,8,2,0,2,2,1969-113,1969,1,0,1,3
27948,95,BRWhite,8,2,0,2,2,1969-113,1969,1,0,1,3
27949,99,WEBurger,8,2,0,2,2,1969-113,1969,1,0,1,3
27950,100,HABlackmun,8,0,0,2,0,1969-113,1969,1,0,0,3
27951,91,JHarlan2,8,2,0,2,2,1969-114,1969,0,0,1,2
27952,78,HLBlack,8,2,0,2,2,1969-114,1969,0,0,1,2
27953,81,WODouglas,8,2,0,2,2,1969-114,1969,0,0,1,2
27954,94,PStewart,8,2,0,2,2,1969-114,1969,0,0,1,2
27955,98,TMarshall,8,2,0,2,2,1969-114,1969,0,0,1,2
27956,92,WJBrennan,8,2,0,2,2,1969-114,1969,0,0,1,2
27957,95,BRWhite,8,2,0,2,2,1969-114,1969,0,0,1,2
27958,99,WEBurger,8,2,0,2,2,1969-114,1969,0,0,1,2
27959,100,HABlackmun,8,0,0,2,0,1969-114,1969,0,0,0,2
27960,91,JHarlan2,7,1,1,1,2,1969-115,1969,1,0,1,9
27961,78,HLBlack,7,1,1,1,2,1969-115,1969,1,0,4,9
27962,81,WODouglas,7,2,1,1,1,1969-115,1969,1,0,2,9
27963,94,PStewart,7,1,1,1,2,1969-115,1969,1,0,1,9
27964,98,TMarshall,7,1,1,1,2,1969-115,1969,1,0,1,9
27965,92,WJBrennan,7,1,1,1,2,1969-115,1969,1,0,1,9
27966,95,BRWhite,7,1,1,1,2,1969-115,1969,1,0,1,9
27967,99,WEBurger,7,1,1,1,2,1969-115,1969,1,0,1,9
27968,100,HABlackmun,7,0,1,1,0,1969-115,1969,1,0,0,9
27969,91,JHarlan2,5,1,2,2,1,1969-116,1969,1,0,2,3
27970,78,HLBlack,5,2,2,2,2,1969-116,1969,1,0,1,3
27971,81,WODouglas,5,2,2,2,2,1969-116,1969,1,0,1,3
27972,94,PStewart,5,2,2,2,2,1969-116,1969,1,0,1,3
27973,98,TMarshall,5,0,2,2,0,1969-116,1969,1,0,0,3
27974,92,WJBrennan,5,2,2,2,2,1969-116,1969,1,0,1,3
27975,95,BRWhite,5,2,2,2,2,1969-116,1969,1,0,1,3
27976,99,WEBurger,5,1,2,2,1,1969-116,1969,1,0,2,3
27977,100,HABlackmun,5,0,2,2,0,1969-116,1969,1,0,0,3
27978,91,JHarlan2,5,1,3,2,1,1969-117,1969,1,0,2,1
27979,78,HLBlack,5,2,3,2,2,1969-117,1969,1,0,4,1
27980,81,WODouglas,5,2,3,2,2,1969-117,1969,1,0,3,1
27981,94,PStewart,5,1,3,2,1,1969-117,1969,1,0,2,1
27982,98,TMarshall,5,2,3,2,2,1969-117,1969,1,0,1,1
27983,92,WJBrennan,5,2,3,2,2,1969-117,1969,1,0,5,1
27984,95,BRWhite,5,2,3,2,2,1969-117,1969,1,0,3,1
27985,99,WEBurger,5,1,3,2,1,1969-117,1969,1,0,2,1
27986,100,HABlackmun,5,0,3,2,0,1969-117,1969,1,0,0,1
27987,91,JHarlan2,6,2,2,2,2,1969-118,1969,1,0,1,1
27988,78,HLBlack,6,1,2,2,1,1969-118,1969,1,0,2,1
27989,81,WODouglas,6,2,2,2,2,1969-118,1969,1,0,1,1
27990,94,PStewart,6,2,2,2,2,1969-118,1969,1,0,1,1
27991,98,TMarshall,6,2,2,2,2,1969-118,1969,1,0,1,1
27992,92,WJBrennan,6,2,2,2,2,1969-118,1969,1,0,1,1
27993,95,BRWhite,6,2,2,2,2,1969-118,1969,1,0,1,1
27994,99,WEBurger,6,1,2,2,1,1969-118,1969,1,0,2,1
27995,100,HABlackmun,6,0,2,2,0,1969-118,1969,1,0,0,1
27996,91,JHarlan2,7,2,1,1,1,1969-119,1969,0,0,2,1
27997,78,HLBlack,7,1,1,1,2,1969-119,1969,0,0,1,1
27998,81,WODouglas,7,1,1,1,2,1969-119,1969,0,0,1,1
27999,94,PStewart,7,1,1,1,2,1969-119,1969,0,0,3,1
28000,98,TMarshall,7,1,1,1,2,1969-119,1969,0,0,1,1
28001,92,WJBrennan,7,1,1,1,2,1969-119,1969,0,0,1,1
28002,95,BRWhite,7,1,1,1,2,1969-119,1969,0,0,1,1
28003,99,WEBurger,7,1,1,1,2,1969-119,1969,0,0,1,1
28004,100,HABlackmun,7,0,1,1,0,1969-119,1969,0,0,0,1
28005,91,JHarlan2,5,1,3,2,1,1969-120,1969,1,0,2,1
28006,78,HLBlack,5,2,3,2,2,1969-120,1969,1,0,4,1
28007,81,WODouglas,5,2,3,2,2,1969-120,1969,1,0,4,1
28008,94,PStewart,5,1,3,2,1,1969-120,1969,1,0,2,1
28009,98,TMarshall,5,2,3,2,2,1969-120,1969,1,0,1,1
28010,92,WJBrennan,5,2,3,2,2,1969-120,1969,1,0,1,1
28011,95,BRWhite,5,2,3,2,2,1969-120,1969,1,0,5,1
28012,99,WEBurger,5,1,3,2,1,1969-120,1969,1,0,2,1
28013,100,HABlackmun,5,0,3,2,0,1969-120,1969,1,0,0,1
28014,99,WEBurger,6,1,2,1,2,1969-121,1969,0,1,3,1
28015,78,HLBlack,6,2,2,1,1,1969-121,1969,0,1,2,1
28016,81,WODouglas,6,2,2,1,1,1969-121,1969,0,1,2,1
28017,91,JHarlan2,6,1,2,1,2,1969-121,1969,0,1,3,1
28018,92,WJBrennan,6,1,2,1,2,1969-121,1969,0,1,1,1
28019,94,PStewart,6,1,2,1,2,1969-121,1969,0,1,3,1
28020,95,BRWhite,6,1,2,1,2,1969-121,1969,0,1,1,1
28021,98,TMarshall,6,1,2,1,2,1969-121,1969,0,1,3,1
28022,100,HABlackmun,6,0,2,1,0,1969-121,1969,0,1,0,1
28023,91,JHarlan2,8,0,0,3,2,1969-122,1969,1,0,1,11
28024,78,HLBlack,8,0,0,3,2,1969-122,1969,1,0,1,11
28025,81,WODouglas,8,0,0,3,2,1969-122,1969,1,0,1,11
28026,94,PStewart,8,0,0,3,2,1969-122,1969,1,0,1,11
28027,98,TMarshall,8,0,0,3,2,1969-122,1969,1,0,1,11
28028,92,WJBrennan,8,0,0,3,2,1969-122,1969,1,0,1,11
28029,95,BRWhite,8,0,0,3,2,1969-122,1969,1,0,1,11
28030,99,WEBurger,8,0,0,3,2,1969-122,1969,1,0,1,11
28031,100,HABlackmun,8,0,0,3,0,1969-122,1969,1,0,0,11
28032,99,WEBurger,6,1,1,1,2,1969-123,1969,1,0,3,1
28033,78,HLBlack,6,1,1,1,2,1969-123,1969,1,0,1,1
28034,81,WODouglas,6,1,1,1,2,1969-123,1969,1,0,1,1
28035,91,JHarlan2,6,1,1,1,2,1969-123,1969,1,0,3,1
28036,92,WJBrennan,6,2,1,1,1,1969-123,1969,1,0,2,1
28037,94,PStewart,6,1,1,1,2,1969-123,1969,1,0,1,1
28038,95,BRWhite,6,1,1,1,2,1969-123,1969,1,0,1,1
28039,98,TMarshall,6,0,1,1,0,1969-123,1969,1,0,0,1
28040,100,HABlackmun,6,0,1,1,0,1969-123,1969,1,0,0,1
28041,91,JHarlan2,5,1,3,2,1,1969-124,1969,0,0,2,2
28042,78,HLBlack,5,2,3,2,2,1969-124,1969,0,0,4,2
28043,81,WODouglas,5,2,3,2,2,1969-124,1969,0,0,1,2
28044,94,PStewart,5,1,3,2,1,1969-124,1969,0,0,2,2
28045,98,TMarshall,5,2,3,2,2,1969-124,1969,0,0,1,2
28046,92,WJBrennan,5,2,3,2,2,1969-124,1969,0,0,1,2
28047,95,BRWhite,5,2,3,2,2,1969-124,1969,0,0,1,2
28048,99,WEBurger,5,1,3,2,1,1969-124,1969,0,0,2,2
28049,100,HABlackmun,5,0,3,2,0,1969-124,1969,0,0,0,2
28050,91,JHarlan2,8,0,0,2,0,1969-125,1969,1,0,0,6
28051,78,HLBlack,8,2,0,2,2,1969-125,1969,1,0,1,6
28052,81,WODouglas,8,2,0,2,2,1969-125,1969,1,0,1,6
28053,94,PStewart,8,2,0,2,2,1969-125,1969,1,0,1,6
28054,98,TMarshall,8,2,0,2,2,1969-125,1969,1,0,1,6
28055,92,WJBrennan,8,2,0,2,2,1969-125,1969,1,0,1,6
28056,95,BRWhite,8,2,0,2,2,1969-125,1969,1,0,1,6
28057,99,WEBurger,8,2,0,2,2,1969-125,1969,1,0,1,6
28058,100,HABlackmun,8,2,0,2,2,1969-125,1969,1,0,1,6
28059,91,JHarlan2,9,0,0,3,2,1969-126,1969,0,0,1,11
28060,78,HLBlack,9,0,0,3,2,1969-126,1969,0,0,1,11
28061,81,WODouglas,9,0,0,3,2,1969-126,1969,0,0,1,11
28062,94,PStewart,9,0,0,3,2,1969-126,1969,0,0,1,11
28063,98,TMarshall,9,0,0,3,2,1969-126,1969,0,0,1,11
28064,92,WJBrennan,9,0,0,3,2,1969-126,1969,0,0,1,11
28065,95,BRWhite,9,0,0,3,2,1969-126,1969,0,0,1,11
28066,99,WEBurger,9,0,0,3,2,1969-126,1969,0,0,1,11
28067,100,HABlackmun,9,0,0,3,2,1969-126,1969,0,0,1,11
28068,91,JHarlan2,8,2,0,2,2,1969-127,1969,0,0,3,1
28069,78,HLBlack,8,2,0,2,2,1969-127,1969,0,0,1,1
28070,81,WODouglas,8,2,0,2,2,1969-127,1969,0,0,4,1
28071,94,PStewart,8,2,0,2,2,1969-127,1969,0,0,1,1
28072,98,TMarshall,8,2,0,2,2,1969-127,1969,0,0,3,1
28073,92,WJBrennan,8,2,0,2,2,1969-127,1969,0,0,1,1
28074,95,BRWhite,8,2,0,2,2,1969-127,1969,0,0,1,1
28075,99,WEBurger,8,2,0,2,2,1969-127,1969,0,0,1,1
28076,100,HABlackmun,8,0,0,2,0,1969-127,1969,0,0,0,1
28077,91,JHarlan2,8,2,0,2,2,1969-128,1969,1,0,4,2
28078,78,HLBlack,8,2,0,2,2,1969-128,1969,1,0,1,2
28079,81,WODouglas,8,2,0,2,2,1969-128,1969,1,0,1,2
28080,94,PStewart,8,2,0,2,2,1969-128,1969,1,0,1,2
28081,98,TMarshall,8,2,0,2,2,1969-128,1969,1,0,1,2
28082,92,WJBrennan,8,2,0,2,2,1969-128,1969,1,0,1,2
28083,95,BRWhite,8,2,0,2,2,1969-128,1969,1,0,1,2
28084,99,WEBurger,8,2,0,2,2,1969-128,1969,1,0,1,2
28085,100,HABlackmun,8,0,0,2,0,1969-128,1969,1,0,0,2
28086,91,JHarlan2,5,2,3,2,2,1969-129,1969,0,0,1,3
28087,78,HLBlack,5,2,3,2,2,1969-129,1969,0,0,4,3
28088,81,WODouglas,5,1,3,2,1,1969-129,1969,0,0,2,3
28089,94,PStewart,5,2,3,2,2,1969-129,1969,0,0,1,3
28090,98,TMarshall,5,2,3,2,2,1969-129,1969,0,0,1,3
28091,92,WJBrennan,5,2,3,2,2,1969-129,1969,0,0,1,3
28092,95,BRWhite,5,1,3,2,1,1969-129,1969,0,0,2,3
28093,99,WEBurger,5,1,3,2,1,1969-129,1969,0,0,2,3
28094,100,HABlackmun,5,0,3,2,0,1969-129,1969,0,0,0,3
28095,91,JHarlan2,5,1,2,2,1,1969-130,1969,1,0,2,8
28096,78,HLBlack,5,2,2,2,2,1969-130,1969,1,0,1,8
28097,81,WODouglas,5,2,2,2,2,1969-130,1969,1,0,1,8
28098,94,PStewart,5,0,2,2,0,1969-130,1969,1,0,0,8
28099,98,TMarshall,5,2,2,2,2,1969-130,1969,1,0,1,8
28100,92,WJBrennan,5,2,2,2,2,1969-130,1969,1,0,1,8
28101,95,BRWhite,5,2,2,2,2,1969-130,1969,1,0,1,8
28102,99,WEBurger,5,1,2,2,1,1969-130,1969,1,0,2,8
28103,100,HABlackmun,5,0,2,2,0,1969-130,1969,1,0,0,8
28104,91,JHarlan2,8,1,0,1,2,1969-131,1969,0,0,1,9
28105,78,HLBlack,8,1,0,1,2,1969-131,1969,0,0,1,9
28106,81,WODouglas,8,1,0,1,2,1969-131,1969,0,0,1,9
28107,94,PStewart,8,1,0,1,2,1969-131,1969,0,0,1,9
28108,98,TMarshall,8,1,0,1,2,1969-131,1969,0,0,1,9
28109,92,WJBrennan,8,1,0,1,2,1969-131,1969,0,0,3,9
28110,95,BRWhite,8,1,0,1,2,1969-131,1969,0,0,3,9
28111,99,WEBurger,8,1,0,1,2,1969-131,1969,0,0,1,9
28112,100,HABlackmun,8,0,0,1,0,1969-131,1969,0,0,0,9
28113,91,JHarlan2,4,1,2,2,1,1969-132,1969,1,0,2,9
28114,78,HLBlack,4,1,2,2,1,1969-132,1969,1,0,2,9
28115,81,WODouglas,4,0,2,2,0,1969-132,1969,1,0,0,9
28116,94,PStewart,4,2,2,2,2,1969-132,1969,1,0,1,9
28117,98,TMarshall,4,0,2,2,0,1969-132,1969,1,0,0,9
28118,92,WJBrennan,4,2,2,2,2,1969-132,1969,1,0,1,9
28119,95,BRWhite,4,2,2,2,2,1969-132,1969,1,0,1,9
28120,99,WEBurger,4,2,2,2,2,1969-132,1969,1,0,1,9
28121,100,HABlackmun,4,0,2,2,0,1969-132,1969,1,0,0,9
28122,91,JHarlan2,6,1,2,1,2,1969-133,1969,0,0,1,2
28123,78,HLBlack,6,1,2,1,2,1969-133,1969,0,0,1,2
28124,81,WODouglas,6,2,2,1,1,1969-133,1969,0,0,2,2
28125,94,PStewart,6,1,2,1,2,1969-133,1969,0,0,1,2
28126,98,TMarshall,6,2,2,1,1,1969-133,1969,0,0,2,2
28127,92,WJBrennan,6,1,2,1,2,1969-133,1969,0,0,1,2
28128,95,BRWhite,6,1,2,1,2,1969-133,1969,0,0,1,2
28129,99,WEBurger,6,1,2,1,2,1969-133,1969,0,0,1,2
28130,100,HABlackmun,6,0,2,1,0,1969-133,1969,0,0,0,2
28131,91,JHarlan2,7,1,1,1,2,1969-134,1969,1,0,1,9
28132,78,HLBlack,7,1,1,1,2,1969-134,1969,1,0,1,9
28133,81,WODouglas,7,2,1,1,1,1969-134,1969,1,0,2,9
28134,94,PStewart,7,1,1,1,2,1969-134,1969,1,0,1,9
28135,98,TMarshall,7,0,1,1,0,1969-134,1969,1,0,0,9
28136,92,WJBrennan,7,1,1,1,2,1969-134,1969,1,0,1,9
28137,95,BRWhite,7,1,1,1,2,1969-134,1969,1,0,1,9
28138,99,WEBurger,7,1,1,1,2,1969-134,1969,1,0,1,9
28139,100,HABlackmun,7,1,1,1,2,1969-134,1969,1,0,1,9
28140,91,JHarlan2,8,2,0,2,2,1969-135,1969,1,0,1,2
28141,78,HLBlack,8,2,0,2,2,1969-135,1969,1,0,1,2
28142,81,WODouglas,8,2,0,2,2,1969-135,1969,1,0,3,2
28143,94,PStewart,8,2,0,2,2,1969-135,1969,1,0,1,2
28144,98,TMarshall,8,2,0,2,2,1969-135,1969,1,0,3,2
28145,92,WJBrennan,8,2,0,2,2,1969-135,1969,1,0,3,2
28146,95,BRWhite,8,2,0,2,2,1969-135,1969,1,0,3,2
28147,99,WEBurger,8,2,0,2,2,1969-135,1969,1,0,1,2
28148,100,HABlackmun,8,0,0,2,0,1969-135,1969,1,0,0,2
28149,91,JHarlan2,8,1,1,1,2,1969-136,1969,0,0,1,1
28150,78,HLBlack,8,1,1,1,2,1969-136,1969,0,0,1,1
28151,81,WODouglas,8,1,1,1,2,1969-136,1969,0,0,1,1
28152,94,PStewart,8,1,1,1,2,1969-136,1969,0,0,1,1
28153,98,TMarshall,8,2,1,1,1,1969-136,1969,0,0,2,1
28154,92,WJBrennan,8,1,1,1,2,1969-136,1969,0,0,1,1
28155,95,BRWhite,8,1,1,1,2,1969-136,1969,0,0,1,1
28156,99,WEBurger,8,1,1,1,2,1969-136,1969,0,0,1,1
28157,100,HABlackmun,8,1,1,1,2,1969-136,1969,0,0,1,1
28158,99,WEBurger,9,1,0,1,2,1969-137,1969,1,0,1,1
28159,78,HLBlack,9,1,0,1,2,1969-137,1969,1,0,1,1
28160,81,WODouglas,9,1,0,1,2,1969-137,1969,1,0,1,1
28161,91,JHarlan2,9,1,0,1,2,1969-137,1969,1,0,4,1
28162,92,WJBrennan,9,1,0,1,2,1969-137,1969,1,0,1,1
28163,94,PStewart,9,1,0,1,2,1969-137,1969,1,0,1,1
28164,95,BRWhite,9,1,0,1,2,1969-137,1969,1,0,1,1
28165,98,TMarshall,9,1,0,1,2,1969-137,1969,1,0,1,1
28166,100,HABlackmun,9,1,0,1,2,1969-137,1969,1,0,1,1
28167,99,WEBurger,9,1,0,1,2,1969-138,1969,1,0,1,1
28168,78,HLBlack,9,1,0,1,2,1969-138,1969,1,0,1,1
28169,81,WODouglas,9,1,0,1,2,1969-138,1969,1,0,1,1
28170,91,JHarlan2,9,1,0,1,2,1969-138,1969,1,0,4,1
28171,92,WJBrennan,9,1,0,1,2,1969-138,1969,1,0,1,1
28172,94,PStewart,9,1,0,1,2,1969-138,1969,1,0,1,1
28173,95,BRWhite,9,1,0,1,2,1969-138,1969,1,0,1,1
28174,98,TMarshall,9,1,0,1,2,1969-138,1969,1,0,1,1
28175,100,HABlackmun,9,1,0,1,2,1969-138,1969,1,0,1,1
28176,99,WEBurger,9,1,0,1,2,1969-139,1969,1,0,1,1
28177,78,HLBlack,9,1,0,1,2,1969-139,1969,1,0,1,1
28178,81,WODouglas,9,1,0,1,2,1969-139,1969,1,0,1,1
28179,91,JHarlan2,9,1,0,1,2,1969-139,1969,1,0,4,1
28180,92,WJBrennan,9,1,0,1,2,1969-139,1969,1,0,1,1
28181,94,PStewart,9,1,0,1,2,1969-139,1969,1,0,1,1
28182,95,BRWhite,9,1,0,1,2,1969-139,1969,1,0,1,1
28183,98,TMarshall,9,1,0,1,2,1969-139,1969,1,0,1,1
28184,100,HABlackmun,9,1,0,1,2,1969-139,1969,1,0,1,1
28185,91,JHarlan2,6,1,3,2,1,1969-140,1969,1,0,2,3
28186,78,HLBlack,6,2,3,2,2,1969-140,1969,1,0,1,3
28187,81,WODouglas,6,2,3,2,2,1969-140,1969,1,0,1,3
28188,94,PStewart,6,2,3,2,2,1969-140,1969,1,0,1,3
28189,98,TMarshall,6,2,3,2,2,1969-140,1969,1,0,1,3
28190,92,WJBrennan,6,2,3,2,2,1969-140,1969,1,0,1,3
28191,95,BRWhite,6,2,3,2,2,1969-140,1969,1,0,1,3
28192,99,WEBurger,6,1,3,2,1,1969-140,1969,1,0,2,3
28193,100,HABlackmun,6,1,3,2,1,1969-140,1969,1,0,2,3
28194,91,JHarlan2,9,2,0,2,2,1969-141,1969,1,0,4,1
28195,78,HLBlack,9,2,0,2,2,1969-141,1969,1,0,1,1
28196,81,WODouglas,9,2,0,2,2,1969-141,1969,1,0,1,1
28197,94,PStewart,9,2,0,2,2,1969-141,1969,1,0,1,1
28198,98,TMarshall,9,2,0,2,2,1969-141,1969,1,0,1,1
28199,92,WJBrennan,9,2,0,2,2,1969-141,1969,1,0,1,1
28200,95,BRWhite,9,2,0,2,2,1969-141,1969,1,0,1,1
28201,99,WEBurger,9,2,0,2,2,1969-141,1969,1,0,1,1
28202,100,HABlackmun,9,2,0,2,2,1969-141,1969,1,0,1,1
28203,99,WEBurger,8,2,0,2,2,1970-001,1970,1,0,1,12
28204,78,HLBlack,8,2,0,2,2,1970-001,1970,1,0,1,12
28205,81,WODouglas,8,2,0,2,2,1970-001,1970,1,0,1,12
28206,91,JHarlan2,8,0,0,2,0,1970-001,1970,1,0,7,12
28207,92,WJBrennan,8,2,0,2,2,1970-001,1970,1,0,1,12
28208,94,PStewart,8,2,0,2,2,1970-001,1970,1,0,1,12
28209,95,BRWhite,8,2,0,2,2,1970-001,1970,1,0,1,12
28210,98,TMarshall,8,2,0,2,2,1970-001,1970,1,0,1,12
28211,100,HABlackmun,8,2,0,2,2,1970-001,1970,1,0,1,12
28212,99,WEBurger,7,1,0,1,2,1970-002,1970,1,0,1,9
28213,78,HLBlack,7,0,0,1,0,1970-002,1970,1,0,7,9
28214,81,WODouglas,7,1,0,1,2,1970-002,1970,1,0,1,9
28215,91,JHarlan2,7,0,0,1,0,1970-002,1970,1,0,7,9
28216,92,WJBrennan,7,1,0,1,2,1970-002,1970,1,0,1,9
28217,94,PStewart,7,1,0,1,2,1970-002,1970,1,0,1,9
28218,95,BRWhite,7,1,0,1,2,1970-002,1970,1,0,1,9
28219,98,TMarshall,7,1,0,1,2,1970-002,1970,1,0,1,9
28220,100,HABlackmun,7,1,0,1,2,1970-002,1970,1,0,1,9
28221,99,WEBurger,8,1,1,1,2,1970-003,1970,1,0,1,1
28222,78,HLBlack,8,2,1,1,1,1970-003,1970,1,0,2,1
28223,81,WODouglas,8,1,1,1,2,1970-003,1970,1,0,1,1
28224,91,JHarlan2,8,1,1,1,2,1970-003,1970,1,0,1,1
28225,92,WJBrennan,8,1,1,1,2,1970-003,1970,1,0,1,1
28226,94,PStewart,8,1,1,1,2,1970-003,1970,1,0,1,1
28227,95,BRWhite,8,1,1,1,2,1970-003,1970,1,0,1,1
28228,98,TMarshall,8,1,1,1,2,1970-003,1970,1,0,1,1
28229,100,HABlackmun,8,1,1,1,2,1970-003,1970,1,0,1,1
28230,91,JHarlan2,7,1,2,1,2,1970-004,1970,1,0,1,1
28231,78,HLBlack,7,2,2,1,1,1970-004,1970,1,0,2,1
28232,81,WODouglas,7,2,2,1,1,1970-004,1970,1,0,2,1
28233,94,PStewart,7,1,2,1,2,1970-004,1970,1,0,1,1
28234,98,TMarshall,7,1,2,1,2,1970-004,1970,1,0,1,1
28235,92,WJBrennan,7,1,2,1,2,1970-004,1970,1,0,1,1
28236,95,BRWhite,7,1,2,1,2,1970-004,1970,1,0,1,1
28237,99,WEBurger,7,1,2,1,2,1970-004,1970,1,0,1,1
28238,100,HABlackmun,7,1,2,1,2,1970-004,1970,1,0,1,1
28239,99,WEBurger,8,1,0,1,2,1970-005,1970,0,0,1,9
28240,78,HLBlack,8,1,0,1,2,1970-005,1970,0,0,1,9
28241,81,WODouglas,8,0,0,1,0,1970-005,1970,0,0,7,9
28242,91,JHarlan2,8,1,0,1,2,1970-005,1970,0,0,1,9
28243,92,WJBrennan,8,1,0,1,2,1970-005,1970,0,0,1,9
28244,94,PStewart,8,1,0,1,2,1970-005,1970,0,0,1,9
28245,95,BRWhite,8,1,0,1,2,1970-005,1970,0,0,1,9
28246,98,TMarshall,8,1,0,1,2,1970-005,1970,0,0,1,9
28247,100,HABlackmun,8,1,0,1,2,1970-005,1970,0,0,1,9
28248,99,WEBurger,7,0,0,2,0,1970-006,1970,0,0,7,8
28249,78,HLBlack,7,2,0,2,2,1970-006,1970,0,0,1,8
28250,81,WODouglas,7,2,0,2,2,1970-006,1970,0,0,1,8
28251,91,JHarlan2,7,0,0,2,0,1970-006,1970,0,0,7,8
28252,92,WJBrennan,7,2,0,2,2,1970-006,1970,0,0,1,8
28253,94,PStewart,7,2,0,2,2,1970-006,1970,0,0,1,8
28254,95,BRWhite,7,2,0,2,2,1970-006,1970,0,0,1,8
28255,98,TMarshall,7,2,0,2,2,1970-006,1970,0,0,1,8
28256,100,HABlackmun,7,2,0,2,2,1970-006,1970,0,0,1,8
28257,91,JHarlan2,6,1,3,1,2,1970-007,1970,1,0,1,1
28258,78,HLBlack,6,1,3,1,2,1970-007,1970,1,0,3,1
28259,81,WODouglas,6,2,3,1,1,1970-007,1970,1,0,2,1
28260,94,PStewart,6,1,3,1,2,1970-007,1970,1,0,1,1
28261,98,TMarshall,6,2,3,1,1,1970-007,1970,1,0,2,1
28262,92,WJBrennan,6,2,3,1,1,1970-007,1970,1,0,2,1
28263,95,BRWhite,6,1,3,1,2,1970-007,1970,1,0,1,1
28264,99,WEBurger,6,1,3,1,2,1970-007,1970,1,0,1,1
28265,100,HABlackmun,6,1,3,1,2,1970-007,1970,1,0,1,1
28266,91,JHarlan2,9,1,0,1,2,1970-008,1970,1,0,1,9
28267,78,HLBlack,9,1,0,1,2,1970-008,1970,1,0,1,9
28268,81,WODouglas,9,1,0,1,2,1970-008,1970,1,0,1,9
28269,94,PStewart,9,1,0,1,2,1970-008,1970,1,0,1,9
28270,98,TMarshall,9,1,0,1,2,1970-008,1970,1,0,1,9
28271,92,WJBrennan,9,1,0,1,2,1970-008,1970,1,0,1,9
28272,95,BRWhite,9,1,0,1,2,1970-008,1970,1,0,1,9
28273,99,WEBurger,9,1,0,1,2,1970-008,1970,1,0,1,9
28274,100,HABlackmun,9,1,0,1,2,1970-008,1970,1,0,1,9
28275,99,WEBurger,7,0,0,2,0,1970-009,1970,1,0,7,9
28276,78,HLBlack,7,2,0,2,2,1970-009,1970,1,0,1,9
28277,81,WODouglas,7,2,0,2,2,1970-009,1970,1,0,1,9
28278,91,JHarlan2,7,0,0,2,0,1970-009,1970,1,0,7,9
28279,92,WJBrennan,7,2,0,2,2,1970-009,1970,1,0,1,9
28280,94,PStewart,7,2,0,2,2,1970-009,1970,1,0,1,9
28281,95,BRWhite,7,2,0,2,2,1970-009,1970,1,0,1,9
28282,98,TMarshall,7,2,0,2,2,1970-009,1970,1,0,1,9
28283,100,HABlackmun,7,2,0,2,2,1970-009,1970,1,0,1,9
28284,91,JHarlan2,4,0,2,2,0,1970-010,1970,1,0,0,8
28285,78,HLBlack,4,2,2,2,2,1970-010,1970,1,0,1,8
28286,81,WODouglas,4,2,2,2,2,1970-010,1970,1,0,1,8
28287,94,PStewart,4,1,2,2,1,1970-010,1970,1,0,2,8
28288,98,TMarshall,4,0,2,2,0,1970-010,1970,1,0,0,8
28289,92,WJBrennan,4,2,2,2,2,1970-010,1970,1,0,1,8
28290,95,BRWhite,4,0,2,2,0,1970-010,1970,1,0,0,8
28291,99,WEBurger,4,1,2,2,1,1970-010,1970,1,0,2,8
28292,100,HABlackmun,4,2,2,2,2,1970-010,1970,1,0,1,8
28293,91,JHarlan2,9,1,0,1,2,1970-011,1970,1,0,1,9
28294,78,HLBlack,9,1,0,1,2,1970-011,1970,1,0,1,9
28295,81,WODouglas,9,1,0,1,2,1970-011,1970,1,0,1,9
28296,94,PStewart,9,1,0,1,2,1970-011,1970,1,0,1,9
28297,98,TMarshall,9,1,0,1,2,1970-011,1970,1,0,1,9
