,justice,justiceName,majVotes,direction,minVotes,decisionDirection,majority,caseId,term,partyWinning,precedentAlteration,vote,issueArea
379,84,RHJackson,7,2,2,2,2,1946-043,1946,0,0,1,4
380,81,WODouglas,7,1,2,2,1,1946-043,1946,0,0,2,4
381,80,FFrankfurter,7,2,2,2,2,1946-043,1946,0,0,1,4
382,79,SFReed,7,1,2,2,1,1946-043,1946,0,0,2,4
383,78,HLBlack,7,2,2,2,2,1946-043,1946,0,0,1,4
384,85,WBRutledge,7,2,2,2,2,1946-043,1946,0,0,1,4
385,82,FMurphy,7,2,2,2,2,1946-043,1946,0,0,1,4
386,87,FMVinson,7,2,2,2,2,1946-043,1946,0,0,1,4
387,86,HHBurton,8,2,1,2,2,1946-044,1946,1,0,1,8
388,84,RHJackson,8,2,1,2,2,1946-044,1946,1,0,1,8
389,81,WODouglas,8,2,1,2,2,1946-044,1946,1,0,1,8
390,80,FFrankfurter,8,1,1,2,1,1946-044,1946,1,0,2,8
391,79,SFReed,8,2,1,2,2,1946-044,1946,1,0,1,8
392,78,HLBlack,8,2,1,2,2,1946-044,1946,1,0,1,8
393,85,WBRutledge,8,2,1,2,2,1946-044,1946,1,0,1,8
394,82,FMurphy,8,2,1,2,2,1946-044,1946,1,0,1,8
395,87,FMVinson,8,2,1,2,2,1946-044,1946,1,0,1,8
396,86,HHBurton,5,2,4,1,1,1946-045,1946,1,0,2,8
397,84,RHJackson,5,1,4,1,2,1946-045,1946,1,0,1,8
398,81,WODouglas,5,1,4,1,2,1946-045,1946,1,0,1,8
399,80,FFrankfurter,5,1,4,1,2,1946-045,1946,1,0,1,8
400,79,SFReed,5,1,4,1,2,1946-045,1946,1,0,1,8
401,78,HLBlack,5,2,4,1,1,1946-045,1946,1,0,2,8
402,85,WBRutledge,5,2,4,1,1,1946-045,1946,1,0,2,8
403,82,FMurphy,5,2,4,1,1,1946-045,1946,1,0,2,8
404,87,FMVinson,5,1,4,1,2,1946-045,1946,1,0,1,8
405,86,HHBurton,9,2,0,2,2,1946-046,1946,1,0,1,8
406,84,RHJackson,9,2,0,2,2,1946-046,1946,1,0,1,8
407,81,WODouglas,9,2,0,2,2,1946-046,1946,1,0,1,8
408,80,FFrankfurter,9,2,0,2,2,1946-046,1946,1,0,1,8
409,79,SFReed,9,2,0,2,2,1946-046,1946,1,0,1,8
410,78,HLBlack,9,2,0,2,2,1946-046,1946,1,0,1,8
411,85,WBRutledge,9,2,0,2,2,1946-046,1946,1,0,1,8
412,82,FMurphy,9,2,0,2,2,1946-046,1946,1,0,1,8
413,87,FMVinson,9,2,0,2,2,1946-046,1946,1,0,1,8
414,87,FMVinson,9,2,0,2,2,1946-047,1946,1,0,1,8
415,78,HLBlack,9,2,0,2,2,1946-047,1946,1,0,1,8
416,79,SFReed,9,2,0,2,2,1946-047,1946,1,0,1,8
417,80,FFrankfurter,9,2,0,2,2,1946-047,1946,1,0,1,8
418,81,WODouglas,9,2,0,2,2,1946-047,1946,1,0,1,8
419,82,FMurphy,9,2,0,2,2,1946-047,1946,1,0,1,8
420,84,RHJackson,9,2,0,2,2,1946-047,1946,1,0,1,8
421,85,WBRutledge,9,2,0,2,2,1946-047,1946,1,0,1,8
422,86,HHBurton,9,2,0,2,2,1946-047,1946,1,0,1,8
423,86,HHBurton,9,2,0,2,2,1946-048,1946,1,0,1,1
424,84,RHJackson,9,2,0,2,2,1946-048,1946,1,0,1,1
425,81,WODouglas,9,2,0,2,2,1946-048,1946,1,0,1,1
426,80,FFrankfurter,9,2,0,2,2,1946-048,1946,1,0,1,1
427,79,SFReed,9,2,0,2,2,1946-048,1946,1,0,1,1
428,78,HLBlack,9,2,0,2,2,1946-048,1946,1,0,1,1
429,85,WBRutledge,9,2,0,2,2,1946-048,1946,1,0,1,1
430,82,FMurphy,9,2,0,2,2,1946-048,1946,1,0,1,1
431,87,FMVinson,9,2,0,2,2,1946-048,1946,1,0,1,1
432,86,HHBurton,5,2,4,1,1,1946-049,1946,0,0,2,3
433,84,RHJackson,5,2,4,1,1,1946-049,1946,0,0,2,3
434,81,WODouglas,5,1,4,1,2,1946-049,1946,0,0,1,3
435,80,FFrankfurter,5,2,4,1,1,1946-049,1946,0,0,2,3
436,79,SFReed,5,1,4,1,2,1946-049,1946,0,0,1,3
437,78,HLBlack,5,1,4,1,2,1946-049,1946,0,0,1,3
438,85,WBRutledge,5,2,4,1,1,1946-049,1946,0,0,2,3
439,82,FMurphy,5,1,4,1,2,1946-049,1946,0,0,1,3
440,87,FMVinson,5,1,4,1,2,1946-049,1946,0,0,1,3
441,86,HHBurton,4,1,3,1,2,1946-050,1946,0,0,1,9
442,84,RHJackson,4,0,3,1,0,1946-050,1946,0,0,0,9
443,81,WODouglas,4,2,3,1,1,1946-050,1946,0,0,2,9
444,80,FFrankfurter,4,1,3,1,2,1946-050,1946,0,0,3,9
445,79,SFReed,4,1,3,1,2,1946-050,1946,0,0,1,9
446,78,HLBlack,4,2,3,1,1,1946-050,1946,0,0,2,9
447,85,WBRutledge,4,2,3,1,1,1946-050,1946,0,0,2,9
448,82,FMurphy,4,0,3,1,0,1946-050,1946,0,0,0,9
449,87,FMVinson,4,1,3,1,2,1946-050,1946,0,0,1,9
450,86,HHBurton,5,1,2,1,2,1946-051,1946,0,0,1,3
451,84,RHJackson,5,0,2,1,0,1946-051,1946,0,0,0,3
452,81,WODouglas,5,1,2,1,2,1946-051,1946,0,0,1,3
453,80,FFrankfurter,5,1,2,1,2,1946-051,1946,0,0,3,3
454,79,SFReed,5,1,2,1,2,1946-051,1946,0,0,1,3
455,78,HLBlack,5,2,2,1,1,1946-051,1946,0,0,2,3
456,85,WBRutledge,5,2,2,1,1,1946-051,1946,0,0,2,3
457,82,FMurphy,5,0,2,1,0,1946-051,1946,0,0,0,3
458,87,FMVinson,5,1,2,1,2,1946-051,1946,0,0,1,3
459,86,HHBurton,9,1,0,1,2,1946-052,1946,0,0,1,7
460,84,RHJackson,9,1,0,1,2,1946-052,1946,0,0,1,7
461,81,WODouglas,9,1,0,1,2,1946-052,1946,0,0,1,7
462,80,FFrankfurter,9,1,0,1,2,1946-052,1946,0,0,1,7
463,79,SFReed,9,1,0,1,2,1946-052,1946,0,0,1,7
464,78,HLBlack,9,1,0,1,2,1946-052,1946,0,0,1,7
465,85,WBRutledge,9,1,0,1,2,1946-052,1946,0,0,1,7
466,82,FMurphy,9,1,0,1,2,1946-052,1946,0,0,1,7
467,87,FMVinson,9,1,0,1,2,1946-052,1946,0,0,1,7
468,86,HHBurton,9,1,0,1,2,1946-053,1946,0,0,1,1
469,84,RHJackson,9,1,0,1,2,1946-053,1946,0,0,1,1
470,81,WODouglas,9,1,0,1,2,1946-053,1946,0,0,1,1
471,80,FFrankfurter,9,1,0,1,2,1946-053,1946,0,0,1,1
472,79,SFReed,9,1,0,1,2,1946-053,1946,0,0,1,1
473,78,HLBlack,9,1,0,1,2,1946-053,1946,0,0,1,1
474,85,WBRutledge,9,1,0,1,2,1946-053,1946,0,0,1,1
475,82,FMurphy,9,1,0,1,2,1946-053,1946,0,0,1,1
476,87,FMVinson,9,1,0,1,2,1946-053,1946,0,0,1,1
477,86,HHBurton,6,1,3,1,2,1946-054,1946,0,0,1,2
478,84,RHJackson,6,1,3,1,2,1946-054,1946,0,0,1,2
479,81,WODouglas,6,2,3,1,1,1946-054,1946,0,0,2,2
480,80,FFrankfurter,6,2,3,1,1,1946-054,1946,0,0,2,2
481,79,SFReed,6,1,3,1,2,1946-054,1946,0,0,1,2
482,78,HLBlack,6,1,3,1,2,1946-054,1946,0,0,1,2
483,85,WBRutledge,6,1,3,1,2,1946-054,1946,0,0,1,2
484,82,FMurphy,6,2,3,1,1,1946-054,1946,0,0,2,2
485,87,FMVinson,6,1,3,1,2,1946-054,1946,0,0,1,2
486,86,HHBurton,6,1,3,1,2,1946-055,1946,1,1,1,9
487,84,RHJackson,6,2,3,1,1,1946-055,1946,1,1,2,9
488,81,WODouglas,6,1,3,1,2,1946-055,1946,1,1,1,9
489,80,FFrankfurter,6,1,3,1,2,1946-055,1946,1,1,1,9
490,79,SFReed,6,2,3,1,1,1946-055,1946,1,1,2,9
491,78,HLBlack,6,1,3,1,2,1946-055,1946,1,1,1,9
492,85,WBRutledge,6,2,3,1,1,1946-055,1946,1,1,2,9
493,82,FMurphy,6,1,3,1,2,1946-055,1946,1,1,1,9
494,87,FMVinson,6,1,3,1,2,1946-055,1946,1,1,1,9
495,86,HHBurton,9,1,0,1,2,1946-056,1946,1,0,1,9
496,84,RHJackson,9,1,0,1,2,1946-056,1946,1,0,1,9
497,81,WODouglas,9,1,0,1,2,1946-056,1946,1,0,1,9
498,80,FFrankfurter,9,1,0,1,2,1946-056,1946,1,0,1,9
499,79,SFReed,9,1,0,1,2,1946-056,1946,1,0,1,9
500,78,HLBlack,9,1,0,1,2,1946-056,1946,1,0,1,9
501,85,WBRutledge,9,1,0,1,2,1946-056,1946,1,0,1,9
502,82,FMurphy,9,1,0,1,2,1946-056,1946,1,0,1,9
503,87,FMVinson,9,1,0,1,2,1946-056,1946,1,0,1,9
504,86,HHBurton,9,2,0,2,2,1946-057,1946,1,0,1,7
505,84,RHJackson,9,2,0,2,2,1946-057,1946,1,0,1,7
506,81,WODouglas,9,2,0,2,2,1946-057,1946,1,0,1,7
507,80,FFrankfurter,9,2,0,2,2,1946-057,1946,1,0,1,7
508,79,SFReed,9,2,0,2,2,1946-057,1946,1,0,1,7
509,78,HLBlack,9,2,0,2,2,1946-057,1946,1,0,1,7
510,85,WBRutledge,9,2,0,2,2,1946-057,1946,1,0,1,7
511,82,FMurphy,9,2,0,2,2,1946-057,1946,1,0,1,7
512,87,FMVinson,9,2,0,2,2,1946-057,1946,1,0,1,7
513,86,HHBurton,8,1,1,1,2,1946-058,1946,0,0,1,8
514,84,RHJackson,8,1,1,1,2,1946-058,1946,0,0,1,8
515,81,WODouglas,8,1,1,1,2,1946-058,1946,0,0,1,8
516,80,FFrankfurter,8,1,1,1,2,1946-058,1946,0,0,1,8
517,79,SFReed,8,1,1,1,2,1946-058,1946,0,0,1,8
518,78,HLBlack,8,1,1,1,2,1946-058,1946,0,0,1,8
519,85,WBRutledge,8,2,1,1,1,1946-058,1946,0,0,2,8
520,82,FMurphy,8,1,1,1,2,1946-058,1946,0,0,1,8
521,87,FMVinson,8,1,1,1,2,1946-058,1946,0,0,1,8
522,86,HHBurton,9,2,0,2,2,1946-059,1946,0,0,1,8
523,84,RHJackson,9,2,0,2,2,1946-059,1946,0,0,1,8
524,81,WODouglas,9,2,0,2,2,1946-059,1946,0,0,1,8
525,80,FFrankfurter,9,2,0,2,2,1946-059,1946,0,0,1,8
526,79,SFReed,9,2,0,2,2,1946-059,1946,0,0,1,8
527,78,HLBlack,9,2,0,2,2,1946-059,1946,0,0,1,8
528,85,WBRutledge,9,2,0,2,2,1946-059,1946,0,0,1,8
529,82,FMurphy,9,2,0,2,2,1946-059,1946,0,0,1,8
530,87,FMVinson,9,2,0,2,2,1946-059,1946,0,0,1,8
531,86,HHBurton,5,1,4,1,2,1946-060,1946,1,0,1,1
532,84,RHJackson,5,1,4,1,2,1946-060,1946,1,0,4,1
533,81,WODouglas,5,2,4,1,1,1946-060,1946,1,0,2,1
534,80,FFrankfurter,5,1,4,1,2,1946-060,1946,1,0,4,1
535,79,SFReed,5,1,4,1,2,1946-060,1946,1,0,1,1
536,78,HLBlack,5,2,4,1,1,1946-060,1946,1,0,2,1
537,85,WBRutledge,5,2,4,1,1,1946-060,1946,1,0,2,1
538,82,FMurphy,5,2,4,1,1,1946-060,1946,1,0,2,1
539,87,FMVinson,5,1,4,1,2,1946-060,1946,1,0,1,1
540,86,HHBurton,9,2,0,2,2,1946-061,1946,1,0,1,10
541,84,RHJackson,9,2,0,2,2,1946-061,1946,1,0,1,10
542,81,WODouglas,9,2,0,2,2,1946-061,1946,1,0,1,10
543,80,FFrankfurter,9,2,0,2,2,1946-061,1946,1,0,1,10
544,79,SFReed,9,2,0,2,2,1946-061,1946,1,0,1,10
545,78,HLBlack,9,2,0,2,2,1946-061,1946,1,0,1,10
546,85,WBRutledge,9,2,0,2,2,1946-061,1946,1,0,1,10
547,82,FMurphy,9,2,0,2,2,1946-061,1946,1,0,1,10
548,87,FMVinson,9,2,0,2,2,1946-061,1946,1,0,1,10
549,86,HHBurton,5,2,3,1,1,1946-062,1946,1,0,2,7
550,84,RHJackson,5,0,3,1,0,1946-062,1946,1,0,0,7
551,81,WODouglas,5,1,3,1,2,1946-062,1946,1,0,1,7
552,80,FFrankfurter,5,2,3,1,1,1946-062,1946,1,0,2,7
553,79,SFReed,5,1,3,1,2,1946-062,1946,1,0,1,7
554,78,HLBlack,5,1,3,1,2,1946-062,1946,1,0,1,7
555,85,WBRutledge,5,1,3,1,2,1946-062,1946,1,0,1,7
556,82,FMurphy,5,1,3,1,2,1946-062,1946,1,0,1,7
557,87,FMVinson,5,2,3,1,1,1946-062,1946,1,0,2,7
558,86,HHBurton,5,1,4,1,2,1946-063,1946,0,0,1,8
559,84,RHJackson,5,1,4,1,2,1946-063,1946,0,0,1,8
560,81,WODouglas,5,2,4,1,1,1946-063,1946,0,0,2,8
561,80,FFrankfurter,5,1,4,1,2,1946-063,1946,0,0,1,8
562,79,SFReed,5,1,4,1,2,1946-063,1946,0,0,1,8
563,78,HLBlack,5,2,4,1,1,1946-063,1946,0,0,2,8
564,85,WBRutledge,5,2,4,1,1,1946-063,1946,0,0,2,8
565,82,FMurphy,5,2,4,1,1,1946-063,1946,0,0,2,8
566,87,FMVinson,5,1,4,1,2,1946-063,1946,0,0,1,8
567,86,HHBurton,7,2,2,2,2,1946-064,1946,0,0,1,8
568,84,RHJackson,7,2,2,2,2,1946-064,1946,0,0,1,8
569,81,WODouglas,7,2,2,2,2,1946-064,1946,0,0,1,8
570,80,FFrankfurter,7,1,2,2,1,1946-064,1946,0,0,2,8
571,79,SFReed,7,2,2,2,2,1946-064,1946,0,0,1,8
572,78,HLBlack,7,2,2,2,2,1946-064,1946,0,0,1,8
573,85,WBRutledge,7,2,2,2,2,1946-064,1946,0,0,1,8
574,82,FMurphy,7,2,2,2,2,1946-064,1946,0,0,1,8
575,87,FMVinson,7,1,2,2,1,1946-064,1946,0,0,2,8
576,86,HHBurton,9,2,0,2,2,1946-065,1946,1,0,1,9
577,84,RHJackson,9,2,0,2,2,1946-065,1946,1,0,1,9
578,81,WODouglas,9,2,0,2,2,1946-065,1946,1,0,1,9
579,80,FFrankfurter,9,2,0,2,2,1946-065,1946,1,0,1,9
580,79,SFReed,9,2,0,2,2,1946-065,1946,1,0,1,9
581,78,HLBlack,9,2,0,2,2,1946-065,1946,1,0,1,9
582,85,WBRutledge,9,2,0,2,2,1946-065,1946,1,0,1,9
583,82,FMurphy,9,2,0,2,2,1946-065,1946,1,0,1,9
584,87,FMVinson,9,2,0,2,2,1946-065,1946,1,0,1,9
585,86,HHBurton,7,1,2,2,1,1946-066,1946,1,0,2,8
586,84,RHJackson,7,1,2,2,1,1946-066,1946,1,0,2,8
587,81,WODouglas,7,2,2,2,2,1946-066,1946,1,0,1,8
588,80,FFrankfurter,7,2,2,2,2,1946-066,1946,1,0,4,8
589,79,SFReed,7,2,2,2,2,1946-066,1946,1,0,1,8
590,78,HLBlack,7,2,2,2,2,1946-066,1946,1,0,1,8
591,85,WBRutledge,7,2,2,2,2,1946-066,1946,1,0,1,8
592,82,FMurphy,7,2,2,2,2,1946-066,1946,1,0,1,8
593,87,FMVinson,7,2,2,2,2,1946-066,1946,1,0,1,8
594,86,HHBurton,5,1,4,2,1,1946-067,1946,0,0,2,7
595,84,RHJackson,5,2,4,2,2,1946-067,1946,0,0,1,7
596,81,WODouglas,5,1,4,2,1,1946-067,1946,0,0,2,7
597,80,FFrankfurter,5,1,4,2,1,1946-067,1946,0,0,2,7
598,79,SFReed,5,2,4,2,2,1946-067,1946,0,0,1,7
599,78,HLBlack,5,2,4,2,2,1946-067,1946,0,0,1,7
600,85,WBRutledge,5,2,4,2,2,1946-067,1946,0,0,1,7
601,82,FMurphy,5,2,4,2,2,1946-067,1946,0,0,1,7
602,87,FMVinson,5,1,4,2,1,1946-067,1946,0,0,2,7
603,86,HHBurton,5,1,4,2,1,1946-068,1946,1,0,2,9
604,84,RHJackson,5,2,4,2,2,1946-068,1946,1,0,1,9
605,81,WODouglas,5,2,4,2,2,1946-068,1946,1,0,1,9
606,80,FFrankfurter,5,2,4,2,2,1946-068,1946,1,0,1,9
607,79,SFReed,5,1,4,2,1,1946-068,1946,1,0,2,9
608,78,HLBlack,5,1,4,2,1,1946-068,1946,1,0,2,9
609,85,WBRutledge,5,1,4,2,1,1946-068,1946,1,0,2,9
610,82,FMurphy,5,2,4,2,2,1946-068,1946,1,0,1,9
611,87,FMVinson,5,2,4,2,2,1946-068,1946,1,0,1,9
612,86,HHBurton,5,1,4,2,1,1946-069,1946,0,0,2,9
613,84,RHJackson,5,2,4,2,2,1946-069,1946,0,0,1,9
614,81,WODouglas,5,2,4,2,2,1946-069,1946,0,0,1,9
615,80,FFrankfurter,5,2,4,2,2,1946-069,1946,0,0,1,9
616,79,SFReed,5,1,4,2,1,1946-069,1946,0,0,2,9
617,78,HLBlack,5,1,4,2,1,1946-069,1946,0,0,2,9
618,85,WBRutledge,5,1,4,2,1,1946-069,1946,0,0,2,9
619,82,FMurphy,5,2,4,2,2,1946-069,1946,0,0,1,9
620,87,FMVinson,5,2,4,2,2,1946-069,1946,0,0,1,9
621,86,HHBurton,8,2,1,2,2,1946-070,1946,1,0,1,12
622,84,RHJackson,8,2,1,2,2,1946-070,1946,1,0,1,12
623,81,WODouglas,8,1,1,2,1,1946-070,1946,1,0,2,12
624,80,FFrankfurter,8,2,1,2,2,1946-070,1946,1,0,1,12
625,79,SFReed,8,2,1,2,2,1946-070,1946,1,0,1,12
626,78,HLBlack,8,2,1,2,2,1946-070,1946,1,0,1,12
627,85,WBRutledge,8,2,1,2,2,1946-070,1946,1,0,1,12
628,82,FMurphy,8,2,1,2,2,1946-070,1946,1,0,1,12
629,87,FMVinson,8,2,1,2,2,1946-070,1946,1,0,1,12
630,86,HHBurton,6,1,3,1,2,1946-071,1946,0,0,1,7
631,84,RHJackson,6,1,3,1,2,1946-071,1946,0,0,1,7
632,81,WODouglas,6,1,3,1,2,1946-071,1946,0,0,1,7
633,80,FFrankfurter,6,1,3,1,2,1946-071,1946,0,0,1,7
634,79,SFReed,6,1,3,1,2,1946-071,1946,0,0,1,7
635,78,HLBlack,6,2,3,1,1,1946-071,1946,0,0,2,7
636,85,WBRutledge,6,2,3,1,1,1946-071,1946,0,0,2,7
637,82,FMurphy,6,2,3,1,1,1946-071,1946,0,0,2,7
638,87,FMVinson,6,1,3,1,2,1946-071,1946,0,0,1,7
639,86,HHBurton,5,1,4,1,2,1946-072,1946,0,0,1,2
640,84,RHJackson,5,1,4,1,2,1946-072,1946,0,0,1,2
641,81,WODouglas,5,2,4,1,1,1946-072,1946,0,0,2,2
642,80,FFrankfurter,5,1,4,1,2,1946-072,1946,0,0,1,2
643,79,SFReed,5,2,4,1,1,1946-072,1946,0,0,2,2
644,78,HLBlack,5,1,4,1,2,1946-072,1946,0,0,1,2
645,85,WBRutledge,5,2,4,1,1,1946-072,1946,0,0,2,2
646,82,FMurphy,5,2,4,1,1,1946-072,1946,0,0,2,2
647,87,FMVinson,5,1,4,1,2,1946-072,1946,0,0,1,2
648,86,HHBurton,7,2,2,2,2,1946-073,1946,0,0,1,8
649,84,RHJackson,7,1,2,2,1,1946-073,1946,0,0,2,8
650,81,WODouglas,7,2,2,2,2,1946-073,1946,0,0,1,8
651,80,FFrankfurter,7,1,2,2,1,1946-073,1946,0,0,2,8
652,79,SFReed,7,2,2,2,2,1946-073,1946,0,0,1,8
653,78,HLBlack,7,2,2,2,2,1946-073,1946,0,0,1,8
654,85,WBRutledge,7,2,2,2,2,1946-073,1946,0,0,1,8
655,82,FMurphy,7,2,2,2,2,1946-073,1946,0,0,1,8
656,87,FMVinson,7,2,2,2,2,1946-073,1946,0,0,1,8
657,86,HHBurton,7,2,2,2,2,1946-074,1946,0,0,1,1
658,84,RHJackson,7,1,2,2,1,1946-074,1946,0,0,2,1
659,81,WODouglas,7,2,2,2,2,1946-074,1946,0,0,1,1
660,80,FFrankfurter,7,1,2,2,1,1946-074,1946,0,0,2,1
661,79,SFReed,7,2,2,2,2,1946-074,1946,0,0,1,1
662,78,HLBlack,7,2,2,2,2,1946-074,1946,0,0,1,1
663,85,WBRutledge,7,2,2,2,2,1946-074,1946,0,0,4,1
664,82,FMurphy,7,2,2,2,2,1946-074,1946,0,0,1,1
665,87,FMVinson,7,2,2,2,2,1946-074,1946,0,0,1,1
666,86,HHBurton,9,0,0,3,2,1946-075,1946,0,0,1,11
667,84,RHJackson,9,0,0,3,2,1946-075,1946,0,0,4,11
668,81,WODouglas,9,0,0,3,2,1946-075,1946,0,0,1,11
669,80,FFrankfurter,9,0,0,3,2,1946-075,1946,0,0,4,11
670,79,SFReed,9,0,0,3,2,1946-075,1946,0,0,1,11
671,78,HLBlack,9,0,0,3,2,1946-075,1946,0,0,1,11
672,85,WBRutledge,9,0,0,3,2,1946-075,1946,0,0,4,11
673,82,FMurphy,9,0,0,3,2,1946-075,1946,0,0,1,11
674,87,FMVinson,9,0,0,3,2,1946-075,1946,0,0,1,11
675,86,HHBurton,9,0,0,3,2,1946-076,1946,1,0,1,11
676,84,RHJackson,9,0,0,3,2,1946-076,1946,1,0,1,11
677,81,WODouglas,9,0,0,3,2,1946-076,1946,1,0,1,11
678,80,FFrankfurter,9,0,0,3,2,1946-076,1946,1,0,1,11
679,79,SFReed,9,0,0,3,2,1946-076,1946,1,0,1,11
680,78,HLBlack,9,0,0,3,2,1946-076,1946,1,0,1,11
681,85,WBRutledge,9,0,0,3,2,1946-076,1946,1,0,4,11
682,82,FMurphy,9,0,0,3,2,1946-076,1946,1,0,1,11
683,87,FMVinson,9,0,0,3,2,1946-076,1946,1,0,1,11
684,86,HHBurton,8,1,1,1,2,1946-077,1946,0,0,1,1
685,84,RHJackson,8,1,1,1,2,1946-077,1946,0,0,1,1
686,81,WODouglas,8,1,1,1,2,1946-077,1946,0,0,4,1
687,80,FFrankfurter,8,1,1,1,2,1946-077,1946,0,0,1,1
688,79,SFReed,8,1,1,1,2,1946-077,1946,0,0,1,1
689,78,HLBlack,8,1,1,1,2,1946-077,1946,0,0,1,1
690,85,WBRutledge,8,1,1,1,2,1946-077,1946,0,0,1,1
691,82,FMurphy,8,2,1,1,1,1946-077,1946,0,0,2,1
692,87,FMVinson,8,1,1,1,2,1946-077,1946,0,0,1,1
693,86,HHBurton,6,1,3,1,2,1946-078,1946,0,0,1,7
694,84,RHJackson,6,1,3,1,2,1946-078,1946,0,0,1,7
695,81,WODouglas,6,1,3,1,2,1946-078,1946,0,0,1,7
696,80,FFrankfurter,6,1,3,1,2,1946-078,1946,0,0,1,7
697,79,SFReed,6,1,3,1,2,1946-078,1946,0,0,1,7
698,78,HLBlack,6,2,3,1,1,1946-078,1946,0,0,2,7
699,85,WBRutledge,6,2,3,1,1,1946-078,1946,0,0,2,7
700,82,FMurphy,6,2,3,1,1,1946-078,1946,0,0,2,7
701,87,FMVinson,6,1,3,1,2,1946-078,1946,0,0,1,7
702,86,HHBurton,9,1,0,1,2,1946-079,1946,1,0,1,7
703,84,RHJackson,9,1,0,1,2,1946-079,1946,1,0,1,7
704,81,WODouglas,9,1,0,1,2,1946-079,1946,1,0,1,7
705,80,FFrankfurter,9,1,0,1,2,1946-079,1946,1,0,1,7
706,79,SFReed,9,1,0,1,2,1946-079,1946,1,0,1,7
707,78,HLBlack,9,1,0,1,2,1946-079,1946,1,0,1,7
708,85,WBRutledge,9,1,0,1,2,1946-079,1946,1,0,1,7
709,82,FMurphy,9,1,0,1,2,1946-079,1946,1,0,1,7
710,87,FMVinson,9,1,0,1,2,1946-079,1946,1,0,1,7
711,86,HHBurton,7,1,2,1,2,1946-080,1946,0,0,1,12
712,84,RHJackson,7,1,2,1,2,1946-080,1946,0,0,1,12
713,81,WODouglas,7,1,2,1,2,1946-080,1946,0,0,1,12
714,80,FFrankfurter,7,2,2,1,1,1946-080,1946,0,0,2,12
715,79,SFReed,7,2,2,1,1,1946-080,1946,0,0,2,12
716,78,HLBlack,7,1,2,1,2,1946-080,1946,0,0,1,12
717,85,WBRutledge,7,1,2,1,2,1946-080,1946,0,0,1,12
718,82,FMurphy,7,1,2,1,2,1946-080,1946,0,0,1,12
719,87,FMVinson,7,1,2,1,2,1946-080,1946,0,0,1,12
720,86,HHBurton,9,1,0,1,2,1946-081,1946,1,0,1,1
721,84,RHJackson,9,1,0,1,2,1946-081,1946,1,0,1,1
722,81,WODouglas,9,1,0,1,2,1946-081,1946,1,0,1,1
723,80,FFrankfurter,9,1,0,1,2,1946-081,1946,1,0,1,1
724,79,SFReed,9,1,0,1,2,1946-081,1946,1,0,1,1
725,78,HLBlack,9,1,0,1,2,1946-081,1946,1,0,1,1
726,85,WBRutledge,9,1,0,1,2,1946-081,1946,1,0,1,1
727,82,FMurphy,9,1,0,1,2,1946-081,1946,1,0,1,1
728,87,FMVinson,9,1,0,1,2,1946-081,1946,1,0,1,1
729,86,HHBurton,8,2,0,2,2,1946-082,1946,0,0,1,9
730,84,RHJackson,8,2,0,2,2,1946-082,1946,0,0,1,9
731,81,WODouglas,8,2,0,2,2,1946-082,1946,0,0,1,9
732,80,FFrankfurter,8,2,0,2,2,1946-082,1946,0,0,1,9
733,79,SFReed,8,2,0,2,2,1946-082,1946,0,0,4,9
734,78,HLBlack,8,0,0,2,0,1946-082,1946,0,0,0,9
735,85,WBRutledge,8,2,0,2,2,1946-082,1946,0,0,1,9
736,82,FMurphy,8,2,0,2,2,1946-082,1946,0,0,1,9
737,87,FMVinson,8,2,0,2,2,1946-082,1946,0,0,1,9
738,86,HHBurton,5,1,4,1,2,1946-083,1946,0,0,1,8
739,84,RHJackson,5,1,4,1,2,1946-083,1946,0,0,1,8
740,81,WODouglas,5,2,4,1,1,1946-083,1946,0,0,2,8
741,80,FFrankfurter,5,1,4,1,2,1946-083,1946,0,0,1,8
742,79,SFReed,5,1,4,1,2,1946-083,1946,0,0,1,8
743,78,HLBlack,5,2,4,1,1,1946-083,1946,0,0,2,8
744,85,WBRutledge,5,2,4,1,1,1946-083,1946,0,0,2,8
745,82,FMurphy,5,2,4,1,1,1946-083,1946,0,0,2,8
746,87,FMVinson,5,1,4,1,2,1946-083,1946,0,0,1,8
747,86,HHBurton,9,2,0,2,2,1946-084,1946,1,0,1,10
748,84,RHJackson,9,2,0,2,2,1946-084,1946,1,0,1,10
749,81,WODouglas,9,2,0,2,2,1946-084,1946,1,0,1,10
750,80,FFrankfurter,9,2,0,2,2,1946-084,1946,1,0,4,10
751,79,SFReed,9,2,0,2,2,1946-084,1946,1,0,1,10
752,78,HLBlack,9,2,0,2,2,1946-084,1946,1,0,1,10
753,85,WBRutledge,9,2,0,2,2,1946-084,1946,1,0,4,10
754,82,FMurphy,9,2,0,2,2,1946-084,1946,1,0,4,10
755,87,FMVinson,9,2,0,2,2,1946-084,1946,1,0,1,10
756,86,HHBurton,6,2,3,2,2,1946-085,1946,0,0,1,12
757,84,RHJackson,6,1,3,2,1,1946-085,1946,0,0,2,12
758,81,WODouglas,6,1,3,2,1,1946-085,1946,0,0,2,12
759,80,FFrankfurter,6,1,3,2,1,1946-085,1946,0,0,2,12
760,79,SFReed,6,2,3,2,2,1946-085,1946,0,0,1,12
761,78,HLBlack,6,2,3,2,2,1946-085,1946,0,0,1,12
762,85,WBRutledge,6,2,3,2,2,1946-085,1946,0,0,1,12
